FID,Country,Observation,Evidence,Total_no,Location_Name,Description,Source,Contributor,Assessment_Year,WebLink,Lat,Long,Closest_Lat,Closest_Long,Combined_Lat,Combined_Long,Comments,Data_Sensitivity,Data Request Info
87,Botswana,Camera trap photo,Photo,2,Farmland 150,Cheetah marking tree,CCB unpublished data,Cheetah Conservation Botswana,2010,NA,yy.yyyyy,xx.xxxxx,yy.yyyyy,xx.xxxxx,,, ,High,info@cheetahconservationbotswana.org; rklein@cheetahconservationbotswana.org; jhorgan@cheetahconservationbotswana.org 
88,Botswana,Camera trap photo,Photo,1,Farmland 88,Cheetah marking tree,CCB unpublished data,Cheetah Conservation Botswana,2010,NA,yy.yyyyy,xx.xxxxx,yy.yyyyy,xx.xxxxx,,, ,High,info@cheetahconservationbotswana.org; rklein@cheetahconservationbotswana.org; jhorgan@cheetahconservationbotswana.org 
89,Botswana,Direct observation - cheetah handled,photo,1,Ghanzi, ,CCB data,L Boast,2010, ,-21.65789,21.15978, , ,-21.65789,21.15978,65 - adult female,medium,
90,Botswana,Tourist record,photo,1,Central Kalahari Game Reserve,Deception Valley,Google Earth,FJ Weise,2010,http://www.panoramio.com/photo/48951356?source=wapi&referrer=kh.google.com,-21.550346,23.772833, , ,-21.550346,23.772833, ,low - published online,
91,Botswana,Tourist record,photo,1,CKGR, ,Google Earth - Panoramio,A Wong,2010,http://www.panoramio.com/photo/48951272,-21.54716667,23.7725, , ,-21.547167,23.7725,"(likely same cheetah as 19)

**",low - published online,
92,Botswana,Tourist record,photo,1,CKGR, ,Google Earth - Panoramio,A Wong,2010,http://www.panoramio.com/photo/48951356?source=wapi&referrer=kh.google.com,-21.54683333,23.77283333, , ,-21.546833,23.772833, ,low - published online,
93,Botswana,Tourist record,photo,1,CKGR, ,Google Earth - Panoramio,A Wong,2010,http://www.panoramio.com/photo/48951527,-21.5465,23.77333333, , ,-21.5465,23.773333,"(likely same cheetah as 19)

** does not show up as photo on Googlemaps, despite zooming in; found in user's photo gallery",low - published online,
94,Botswana,Camera trap photo,Photo,1,Farmland 76,Cheetah marking tree,CCB unpublished data,Cheetah Conservation Botswana,2010,NA,yy.yyyyy,xx.xxxxx,yy.yyyyy,xx.xxxxx,,, ,High,info@cheetahconservationbotswana.org; rklein@cheetahconservationbotswana.org; jhorgan@cheetahconservationbotswana.org 
95,Botswana,Camera trap photo,Photo,1,Farmland 18,Cheetah marking tree,CCB unpublished data,Cheetah Conservation Botswana,2010,NA,yy.yyyyy,xx.xxxxx,yy.yyyyy,xx.xxxxx,,, ,High,info@cheetahconservationbotswana.org; rklein@cheetahconservationbotswana.org; jhorgan@cheetahconservationbotswana.org 
96,Botswana,Camera trap photo,Photo,2,Farmland 52,Cheetah marking tree,CCB unpublished data,Cheetah Conservation Botswana,2010,NA,yy.yyyyy,xx.xxxxx,yy.yyyyy,xx.xxxxx,,, ,High,info@cheetahconservationbotswana.org; rklein@cheetahconservationbotswana.org; jhorgan@cheetahconservationbotswana.org 
97,Botswana,Camera trap photo,Photo,2,Farmland 62,Cheetah marking tree,CCB unpublished data,Cheetah Conservation Botswana,2010,NA,yy.yyyyy,xx.xxxxx,yy.yyyyy,xx.xxxxx,,, ,High,info@cheetahconservationbotswana.org; rklein@cheetahconservationbotswana.org; jhorgan@cheetahconservationbotswana.org 
98,Botswana,Camera trap photo,Photo,2,Farmland 63,Cheetah marking tree,CCB unpublished data,Cheetah Conservation Botswana,2010,NA,yy.yyyyy,xx.xxxxx,yy.yyyyy,xx.xxxxx,,,Female at a marking tree,High,info@cheetahconservationbotswana.org; rklein@cheetahconservationbotswana.org; jhorgan@cheetahconservationbotswana.org 
99,Botswana,Camera trap photo,Photo,2,Farmland 64,Cheetah marking tree,CCB unpublished data,Cheetah Conservation Botswana,2010,NA,yy.yyyyy,xx.xxxxx,yy.yyyyy,xx.xxxxx,,, ,High,info@cheetahconservationbotswana.org; rklein@cheetahconservationbotswana.org; jhorgan@cheetahconservationbotswana.org 
100,Botswana,Tourist record,photo,1,CKGR,Southern edge of Deception Valley,Google Earth - Panoramio,A Wong,2010,http://www.panoramio.com/photo/42947885?source=wapi&referrer=kh.google.com,-21.43924722,23.81724444, , ,-21.439247,23.817244, (likely same cheetah as 14),low - published online,
101,Botswana,Tourist record,photo,1,CKGR,Southern edge of Deception Valley,Google Earth - Panoramio,A Wong,2010,http://www.panoramio.com/photo/43140131?source=wapi&referrer=kh.google.com,-21.43820833,23.81732778, , ,-21.438208,23.817328, (likely same cheetah as 14),low - published online,
102,Botswana,Tourist record,photo,1,CKGR,Southern edge of Deception Valley,Google Earth - Panoramio,A Wong,2010,http://www.panoramio.com/photo/42951346?source=wapi&referrer=kh.google.com,-21.43811667,23.81686667, , ,-21.438117,23.816867, ,low - published online,
103,Botswana,Direct observation,photo,3,Central Kalahari Game Reserve,Kalahari Plains Camp,D Willuhn,"D Willuhn, D Zander-Derichs",2010, ,yy.yyyyy,xx.xxxxx,yy.yyyyy,xx.xxxxx,,, ,high - commercial photograph,florian.weise@gmail.com 
104,Botswana,Tourist record,photo,2,Nxai Pan NP, ,Flickr,FJ Weise,2010,https://www.flickr.com/photos/jaffles/5669918888/ + https://www.flickr.com/photos/jaffles/5669917582/,-20.085598,24.97879, , ,-20.085598,24.97879, ,low - published online,
105,Botswana,Direct observation,photo,1,Chobe National Park,Linyanti Reserve - Chitabe Camp,D Willuhn,"D Willuhn, D Zander-Derichs",2010, ,yy.yyyyy,xx.xxxxx,yy.yyyyy,xx.xxxxx,,, ,high - commercial photograph,florian.weise@gmail.com 
106,Botswana,Tourist record,photo,1,Moremi Game Reserve,woodland habitat,Google Earth,FJ Weise,2010,http://www.panoramio.com/photo/16083766?source=wapi&referrer=kh.google.com,-19.205622,23.425081, , ,-19.205622,23.425081, ,low - published online,
107,Botswana,Tourist record,video,4,Moremi Game Reserve,Xakanaxa Camp,Youtube,FJ Weise,2010,https://www.youtube.com/watch?v=ouiwL1CqBWk&feature=youtu.be, , ,-19.1832,23.4156,-19.1832,23.4156,impala kill,low - published online,
108,Botswana,Tourist record,video,2,"Xakanaxa Camp, Okavango Delta", ,Youtube,A Bennett,2010,https://www.youtube.com/watch?v=ouiwL1CqBWk,-19.182404,23.409154, , ,-19.182404,23.409154, ,Low-published online,
109,Botswana,Tourist record,photo,4,"Ngamiland East, Botswana",an der Shindi-Lodge im Okawango-Delta,Google Earth - Panoramio,KR Vayda,2010,http://www.panoramio.com/photo/30583894?source=wapi&referrer=kh.google.com,-19.12895,23.17977, , ,-19.12895,23.17977, ,low - published online,
110,Botswana,Tourist record,photo,1,"Ngamiland East, Botswana",an der Shindi-Lodge im Okawango-Delta,Google Earth - Panoramio,KR Vayda,2010,http://www.panoramio.com/photo/30584030?source=wapi&referrer=kh.google.com,-19.123761,23.18458, , ,-19.123761,23.18458, ,low - published online,
111,Botswana,Tourist record,photo,1,"Ngamiland East, Botswana",an der Shindi-Lodge im Okawango-Delta,Google Earth - Panoramio,KR Vayda,2010,http://www.panoramio.com/photo/30583926?source=wapi&referrer=kh.google.com,-19.122788,23.18218, , ,-19.122788,23.18218, ,low - published online,
112,Botswana,Tourist record,photo,1,Moremi Game Reserve,Kwara Camp,Flickr,FJ Weise,2010,https://www.flickr.com/photos/tomsfries/5300165574/,-19.020577,23.274536, , ,-19.020577,23.274536, ,low - published online,
113,Botswana,Direct observation,photo,1,Chobe National Park,Savuti Game Reserve,C Meier-Zwicky,C Meier-Zwicky,2010, ,yy.yyyyy,xx.xxxxx,yy.yyyyy,xx.xxxxx,,,cheetah hunting impala,high - commercial photograph,florian.weise@gmail.com 
114,Botswana,Tourist record,photo,2,NH14/Kwando Reserve, ,Flickr,FJ Weise,2010,https://www.flickr.com/photos/tomsfries/6972757000/,-18.40535,23.47229, , ,-18.40535,23.47229, ,low - published online,
115,Botswana,Tourist record,video,2,Chobe National Park,sand road leaving Savuti GR towards Chobe,Youtube,FJ Weise,2010,https://www.youtube.com/watch?v=IoxxVEKTO_o, , ,-18.389,24.24552,-18.389,24.24552, ,low - published online,
116,Botswana,Spoor,spoor - expert tracker,1,KD20, ,D Keeping,D Keeping,2011, ,-25.5879,22.45557, , ,-25.5879,22.45557,spoor survey research,Medium,
117,Botswana,Spoor,spoor - expert tracker,1,KTP/KD15, ,D Keeping,D Keeping,2011, ,-25.37038,21.98724, , ,-25.37038,21.98724,spoor survey research,Medium,
118,Botswana,Spoor,spoor - expert tracker,1,KTP/KD15, ,D Keeping,D Keeping,2011, ,-25.37038,21.98886, , ,-25.37038,21.98886,spoor survey research,Medium,
119,Botswana,Spoor,spoor - expert tracker,1,KTP/KD15, ,D Keeping,D Keeping,2011, ,-25.37037,21.98863, , ,-25.37037,21.98863,spoor survey research,Medium,
120,Botswana,Spoor,spoor - expert tracker,3,KTP/KD15, ,D Keeping,D Keeping,2011, ,-25.37036,21.97711, , ,-25.37036,21.97711,spoor survey research,Medium,
121,Botswana,Spoor,spoor - expert tracker,1,KTP/KD15, ,D Keeping,D Keeping,2011, ,-25.37036,21.98113, , ,-25.37036,21.98113,spoor survey research,Medium,
122,Botswana,Spoor,spoor - expert tracker,1,KTP/KD15, ,D Keeping,D Keeping,2011, ,-25.37036,22.12077, , ,-25.37036,22.12077,spoor survey research,Medium,
123,Botswana,Direct observation - cheetah handled,photo,1,Werda, ,CCB data,L Boast,2011, ,-25.31,23.61, , ,-25.31,23.61,UT1 - adult male,medium,
124,Botswana,Spoor,spoor - expert tracker,1,KTP, ,D Keeping,D Keeping,2011, ,-25.13954,21.04264, , ,-25.13954,21.04264,spoor survey research,Medium,
125,Botswana,Spoor,spoor - expert tracker,1,KTP, ,D Keeping,D Keeping,2011, ,-25.13685,21.41136, , ,-25.13685,21.41136,spoor survey research,Medium,
126,Botswana,Spoor,spoor - expert tracker,1,KTP, ,D Keeping,D Keeping,2011, ,-25.13554,21.41221, , ,-25.13554,21.41221,spoor survey research,Medium,
127,Botswana,Spoor,spoor - expert tracker,1,KTP, ,D Keeping,D Keeping,2011, ,-25.12757,21.41719, , ,-25.12757,21.41719,spoor survey research,Medium,
128,Botswana,Spoor,spoor - expert tracker,1,KD15, ,D Keeping,D Keeping,2011, ,-25.07658,22.63939, , ,-25.07658,22.63939,spoor survey research,Medium,
129,Botswana,Spoor,spoor - expert tracker,1,KD15, ,D Keeping,D Keeping,2011, ,-25.07408,22.50305, , ,-25.07408,22.50305,spoor survey research,Medium,
130,Botswana,Spoor,spoor - expert tracker,2,KD15, ,D Keeping,D Keeping,2011, ,-25.07317,22.45147, , ,-25.07317,22.45147,spoor survey research,Medium,
131,Botswana,Spoor,spoor - expert tracker,1,KD15, ,D Keeping,D Keeping,2011, ,-25.07292,22.58782, , ,-25.07292,22.58782,spoor survey research,Medium,
132,Botswana,Spoor,spoor - expert tracker,4,KD15, ,D Keeping,D Keeping,2011, ,-25.07276,22.57859, , ,-25.07276,22.57859,spoor survey research,Medium,
133,Botswana,Spoor,spoor - expert tracker,4,KD15, ,D Keeping,D Keeping,2011, ,-25.07225,22.54957, , ,-25.07225,22.54957,spoor survey research,Medium,
134,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.87888,22.96254, , ,-24.87888,22.96254,"Translocated rescue cheetah """"Victor""""",Low, 
135,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.87869,22.81168, , ,-24.87869,22.81168,"Translocated rescue cheetah """"Victor""""",Low, 
136,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.8646,22.90005, , ,-24.8646,22.90005,"Translocated rescue cheetah """"Victor""""",Low, 
137,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.86025,22.87199, , ,-24.86025,22.87199,"Translocated rescue cheetah """"Victor""""",Low, 
138,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.85042,22.89393, , ,-24.85042,22.89393,"Translocated rescue cheetah """"Victor""""",Low, 
139,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.84187,22.93787, , ,-24.84187,22.93787,"Translocated rescue cheetah """"Victor""""",Low, 
140,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.83169,22.92058, , ,-24.83169,22.92058,"Translocated rescue cheetah """"Victor""""",Low, 
141,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.83066,22.8989, , ,-24.83066,22.8989,"Translocated rescue cheetah """"Victor""""",Low, 
142,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.82734,22.84077, , ,-24.82734,22.84077,"Translocated rescue cheetah """"Victor""""",Low, 
143,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.82007,22.76955, , ,-24.82007,22.76955,"Translocated rescue cheetah """"Victor""""",Low, 
144,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.81413,22.95695, , ,-24.81413,22.95695,"Translocated rescue cheetah """"Victor""""",Low, 
145,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.81397,22.83652, , ,-24.81397,22.83652,"Translocated rescue cheetah """"Victor""""",Low, 
146,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.81387,22.83655, , ,-24.81387,22.83655,"Translocated rescue cheetah """"Victor""""",Low, 
147,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.80493,22.76083, , ,-24.80493,22.76083,"Translocated rescue cheetah """"Victor""""",Low, 
148,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.7992,22.82996, , ,-24.7992,22.82996,"Translocated rescue cheetah """"Victor""""",Low, 
149,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.79234,22.93064, , ,-24.79234,22.93064,"Translocated rescue cheetah """"Victor""""",Low, 
150,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.79142,22.93287, , ,-24.79142,22.93287,"Translocated rescue cheetah """"Victor""""",Low, 
151,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.78611,22.82104, , ,-24.78611,22.82104,"Translocated rescue cheetah """"Victor""""",Low, 
152,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.78597,22.85415, , ,-24.78597,22.85415,"Translocated rescue cheetah """"Victor""""",Low, 
153,Botswana,GPS collar telemetry,GPS telemetry record,1, , ,"Boast L (2015) Exploring the causes of and mitigation options for human-predator
conflict on game ranches in Botswana: How is coexistence possible? PhD thesis, University of Cape Town, South Africa.",Cheetah Conservation Botswana,2011, ,-24.7858,22.90099, , ,-24.7858,22.90099,"Translocated rescue cheetah """"Victor""""",Low, 
